transaction_id,date,region,country,department,product_category,product_name,customer_segment,channel,sales_rep,units_sold,unit_price,discount_pct,revenue,cost,profit,kpi_target,kpi_actual,csat_score,churn_flag,agentic_query_count,avg_query_latency_ms
3590,2022-12-23,North America,USA,Sales,Data Integration,FlowConnect,Mid-Market,Partner,Rep_015,5,1593.11,15,6770.72,2975.92,3794.8,21059.93,26923.48,2.6,0,16,444.6
3591,2022-11-27,MEA,South Africa,Marketing,Data Integration,PipeSync,Mid-Market,Online Self-Serve,Rep_074,7,1575.34,0,11027.38,5063.53,5963.85,11017.65,11681.55,4.7,0,11,200.7
3592,2022-10-19,LATAM,Brazil,Customer Success,Analytics Platform,MetricMind Core,SMB,Online Self-Serve,Rep_030,7,1029.49,20,5765.14,3456.95,2308.19,19808.93,17734.82,4.0,0,13,300.9
3593,2022-05-26,North America,Canada,Operations,BI Dashboards,PulseView,Mid-Market,Partner,Rep_065,18,1049.31,15,16054.44,7184.02,8870.42,14370.89,10222.05,3.7,0,13,419.7
3594,2024-02-24,APAC,Australia,Customer Success,BI Dashboards,PulseView,Enterprise,Direct Sales,Rep_068,23,1210.45,10,25056.32,14665.28,10391.04,17198.63,22310.3,2.6,0,14,391.8
3595,2024-10-02,MEA,South Africa,Marketing,AI Agents,AgentQuery,Mid-Market,Direct Sales,Rep_044,17,1723.24,10,26365.57,14535.13,11830.44,9343.57,7122.41,2.8,0,15,183.8
3596,2024-05-06,North America,Mexico,IT,BI Dashboards,PulseView,Mid-Market,Partner,Rep_049,31,658.57,15,17353.32,8027.72,9325.6,8135.11,10014.36,3.7,1,10,641.1
3597,2022-01-04,North America,USA,Marketing,Analytics Platform,MetricMind Pro,SMB,Online Self-Serve,Rep_050,5,717.71,15,3050.27,1630.63,1419.64,10180.19,11214.22,4.3,0,15,693.9
3598,2025-01-04,North America,Canada,Finance,AI Agents,AutoInsight,Mid-Market,Reseller,Rep_076,7,1568.89,5,10433.12,4476.1,5957.02,24494.53,27369.54,2.7,0,24,312.2
3599,2024-11-15,North America,Mexico,Sales,Analytics Platform,MetricMind Pro,Enterprise,Reseller,Rep_070,3,223.07,15,568.83,250.09,318.74,8413.85,10680.46,4.6,0,19,158.3
3600,2022-08-29,MEA,Saudi Arabia,Operations,Reporting Suite,ReportGen,SMB,Partner,Rep_024,2,1891.96,10,3405.53,1756.34,1649.19,17758.47,20886.83,4.7,0,18,317.1
3601,2023-03-18,APAC,Japan,IT,BI Dashboards,InsightBoard,Enterprise,Partner,Rep_045,14,1587.55,0,22225.7,10235.37,11990.33,16684.6,21207.06,3.0,0,17,682.7
3602,2025-10-16,MEA,UAE,Operations,AI Agents,AgentQuery,Mid-Market,Reseller,Rep_053,18,1676.37,10,27157.19,13018.91,14138.28,10635.75,11190.67,3.2,0,16,852.6
3603,2024-03-27,Europe,Germany,Customer Success,Analytics Platform,MetricMind Core,SMB,Direct Sales,Rep_037,7,934.45,0,6541.15,3366.52,3174.63,8883.82,10568.74,5.0,0,14,485.7
3604,2024-12-30,North America,Mexico,Customer Success,AI Agents,AgentQuery,Mid-Market,Reseller,Rep_001,19,681.33,0,12945.27,4893.48,8051.79,12309.98,9921.3,4.9,0,9,642.9
3605,2024-01-30,APAC,China,Sales,Analytics Platform,MetricMind Pro,Mid-Market,Direct Sales,Rep_049,13,524.36,0,6816.68,3755.0,3061.68,19729.26,13962.04,4.5,0,15,861.2
3606,2022-07-01,LATAM,Chile,Operations,BI Dashboards,InsightBoard,Startup,Reseller,Rep_001,8,1329.13,10,9569.74,3454.88,6114.86,24202.8,23211.12,3.4,0,17,311.5
3607,2025-07-30,Europe,Germany,Customer Success,AI Agents,AgentQuery,Mid-Market,Direct Sales,Rep_047,7,1202.89,0,8420.23,3629.54,4790.69,23558.82,17193.22,3.1,0,22,645.9
3608,2022-11-04,LATAM,Chile,Finance,Analytics Platform,MetricMind Pro,SMB,Direct Sales,Rep_042,40,1448.19,5,55031.22,32594.01,22437.21,10668.18,9356.94,3.3,0,10,148.7
3609,2026-04-07,APAC,Japan,Operations,BI Dashboards,InsightBoard,SMB,Online Self-Serve,Rep_017,9,168.86,5,1443.75,849.11,594.64,8471.49,6726.46,3.9,0,17,541.2
3610,2026-04-03,North America,Canada,Operations,AI Agents,AutoInsight,SMB,Direct Sales,Rep_068,29,397.57,0,11529.53,5921.22,5608.31,16294.92,17799.28,3.2,0,18,412.7
3611,2026-06-06,North America,USA,Operations,Reporting Suite,SnapReport,Startup,Reseller,Rep_075,16,1274.95,0,20399.2,7487.48,12911.72,23492.94,25585.05,3.8,0,14,369.3
3612,2022-11-26,APAC,India,Sales,Data Integration,PipeSync,Mid-Market,Online Self-Serve,Rep_057,9,738.1,0,6642.9,2355.87,4287.03,18805.33,21055.99,4.9,1,20,652.3
3613,2023-12-25,APAC,Japan,Marketing,BI Dashboards,PulseView,SMB,Partner,Rep_058,4,1016.15,0,4064.6,1740.23,2324.37,9963.74,12009.97,5.0,0,14,615.2
3614,2023-03-26,APAC,Australia,Sales,AI Agents,AutoInsight,Enterprise,Partner,Rep_031,36,1160.98,20,33436.22,17676.9,15759.32,10995.11,13973.76,4.3,0,19,697.0
3615,2025-12-20,Europe,Netherlands,Finance,Analytics Platform,MetricMind Pro,SMB,Online Self-Serve,Rep_064,2,1954.22,20,3126.75,1497.59,1629.16,10755.46,11884.11,3.1,0,12,912.2
3616,2022-11-21,North America,Canada,Operations,Analytics Platform,MetricMind Pro,SMB,Direct Sales,Rep_080,32,601.84,0,19258.88,9622.2,9636.68,16536.68,12272.98,4.1,0,19,645.4
3617,2024-02-11,MEA,UAE,Operations,AI Agents,AutoInsight,Enterprise,Partner,Rep_072,16,1249.34,0,19989.44,8994.19,10995.25,19118.93,14449.92,2.8,0,15,659.8
3618,2022-03-13,North America,USA,Operations,AI Agents,AgentQuery,SMB,Direct Sales,Rep_020,8,1282.77,0,10262.16,3718.69,6543.47,9393.39,8750.52,2.7,0,18,409.9
3619,2022-10-30,North America,Canada,Sales,Reporting Suite,SnapReport,Startup,Partner,Rep_068,7,1906.45,0,13345.15,6025.17,7319.98,9600.88,8923.36,4.7,0,11,208.8
3620,2025-10-05,Europe,UK,Sales,Reporting Suite,ReportGen,Mid-Market,Partner,Rep_038,6,1038.78,0,6232.68,3267.79,2964.89,11999.55,10246.27,4.4,0,17,627.6
3621,2026-02-20,LATAM,Chile,Operations,Reporting Suite,SnapReport,SMB,Online Self-Serve,Rep_038,14,1536.62,15,18285.78,7936.14,10349.64,13582.62,16324.67,2.6,0,16,934.4
3622,2023-11-10,LATAM,Brazil,Marketing,AI Agents,AutoInsight,Mid-Market,Partner,Rep_071,17,664.82,0,11301.94,5183.46,6118.48,23018.76,22007.84,4.5,0,18,607.5
3623,2024-10-31,LATAM,Argentina,Finance,Analytics Platform,MetricMind Pro,Startup,Partner,Rep_053,2,655.81,0,1311.62,729.61,582.01,14216.21,15797.34,3.9,0,22,452.7
3624,2024-12-02,Europe,Netherlands,Operations,AI Agents,AgentQuery,SMB,Online Self-Serve,Rep_039,6,1158.32,0,6949.92,3963.34,2986.58,15257.3,19189.94,5.0,0,8,380.4
3625,2025-10-24,MEA,UAE,Finance,BI Dashboards,InsightBoard,SMB,Online Self-Serve,Rep_004,9,1062.24,0,9560.16,4295.25,5264.91,19400.35,18941.51,4.1,0,16,778.0
3626,2024-01-03,Europe,UK,Operations,Analytics Platform,MetricMind Pro,Enterprise,Reseller,Rep_062,2,157.8,0,315.6,154.86,160.74,23963.4,26813.29,3.8,0,15,604.8
3627,2023-03-19,MEA,Saudi Arabia,Operations,Reporting Suite,ReportGen,Mid-Market,Online Self-Serve,Rep_068,31,810.22,0,25116.82,13427.51,11689.31,10730.85,13801.92,3.0,1,17,168.0
3628,2022-09-02,Europe,France,IT,AI Agents,AgentQuery,Mid-Market,Reseller,Rep_045,9,930.33,5,7954.32,3499.8,4454.52,18171.48,18832.64,4.1,0,15,458.5
3629,2022-07-14,LATAM,Argentina,Sales,Analytics Platform,MetricMind Core,Mid-Market,Online Self-Serve,Rep_060,19,804.16,0,15279.04,7949.97,7329.07,13999.61,15334.61,4.7,0,13,618.8
3630,2022-07-21,North America,Canada,Finance,AI Agents,AutoInsight,Mid-Market,Direct Sales,Rep_079,18,492.71,0,8868.78,4833.54,4035.24,9471.7,10132.53,2.6,0,13,344.1
3631,2025-04-17,North America,Mexico,Marketing,AI Agents,AgentQuery,Enterprise,Reseller,Rep_003,5,232.58,0,1162.9,525.71,637.19,22837.41,22137.96,3.0,0,17,768.0
3632,2023-07-04,LATAM,Chile,Operations,Reporting Suite,ReportGen,Enterprise,Reseller,Rep_021,8,1466.23,0,11729.84,6831.0,4898.84,12912.58,14381.18,4.9,0,15,627.9
3633,2022-06-06,LATAM,Brazil,Finance,Analytics Platform,MetricMind Core,Startup,Partner,Rep_080,25,1446.22,0,36155.5,16154.43,20001.07,16217.52,12829.97,4.3,0,9,376.4
3634,2023-10-18,APAC,Japan,Operations,Reporting Suite,ReportGen,Enterprise,Direct Sales,Rep_016,6,163.0,0,978.0,569.48,408.52,16141.89,19627.02,4.2,0,12,912.9
3635,2022-02-19,North America,Mexico,Marketing,AI Agents,AgentQuery,Mid-Market,Online Self-Serve,Rep_054,10,1066.41,0,10664.1,4476.79,6187.31,15484.28,19329.55,3.7,0,9,458.4
3636,2023-01-30,MEA,Saudi Arabia,Operations,Analytics Platform,MetricMind Core,SMB,Direct Sales,Rep_026,16,1737.45,10,25019.28,10971.27,14048.01,18402.08,19573.29,3.6,0,11,415.6
3637,2025-12-14,North America,Canada,Finance,BI Dashboards,InsightBoard,Mid-Market,Online Self-Serve,Rep_069,9,106.86,15,817.48,452.67,364.81,13335.2,12134.97,3.3,0,12,281.5
3638,2023-08-18,North America,Canada,Customer Success,Analytics Platform,MetricMind Core,SMB,Online Self-Serve,Rep_005,8,353.93,5,2689.87,1501.45,1188.42,14479.15,15892.28,2.9,0,21,935.2
3639,2023-08-12,MEA,Saudi Arabia,Sales,BI Dashboards,PulseView,Enterprise,Partner,Rep_005,14,827.49,0,11584.86,4314.99,7269.87,24416.58,30223.3,2.9,0,19,792.1
3640,2024-01-25,LATAM,Brazil,Sales,Reporting Suite,SnapReport,Enterprise,Online Self-Serve,Rep_033,1,405.53,0,405.53,148.83,256.7,13347.41,16504.7,4.7,0,14,228.7
3641,2022-06-16,North America,Mexico,Customer Success,AI Agents,AutoInsight,Startup,Online Self-Serve,Rep_049,16,1610.87,0,25773.92,11896.93,13876.99,23263.81,20214.11,4.9,0,18,527.5
3642,2026-03-08,MEA,UAE,Operations,Data Integration,FlowConnect,Startup,Partner,Rep_030,3,1682.04,0,5046.12,1778.98,3267.14,19853.74,24222.87,3.0,0,14,223.0
3643,2022-02-13,LATAM,Chile,Finance,AI Agents,AgentQuery,Enterprise,Direct Sales,Rep_044,4,1026.93,10,3696.95,1423.65,2273.3,15432.22,19881.96,3.9,0,8,573.8
3644,2023-03-04,APAC,India,Finance,AI Agents,AutoInsight,SMB,Reseller,Rep_046,13,783.33,0,10183.29,5223.38,4959.91,10111.51,8881.6,3.6,1,16,660.8
3645,2024-12-20,LATAM,Chile,Customer Success,AI Agents,AgentQuery,SMB,Reseller,Rep_031,4,1840.94,0,7363.76,3376.73,3987.03,19030.4,20567.07,3.1,0,12,453.1
3646,2022-10-25,MEA,Saudi Arabia,Sales,AI Agents,AgentQuery,Enterprise,Online Self-Serve,Rep_073,9,111.4,0,1002.6,409.24,593.36,21346.4,25850.7,4.1,0,18,869.4
3647,2023-12-21,Europe,France,Marketing,BI Dashboards,InsightBoard,Mid-Market,Online Self-Serve,Rep_004,24,1545.26,0,37086.24,21073.11,16013.13,15295.82,16712.22,3.4,0,20,140.2
3648,2025-09-13,Europe,France,IT,BI Dashboards,PulseView,Enterprise,Reseller,Rep_078,19,1147.09,15,18525.5,7037.49,11488.01,11603.74,8890.95,3.4,1,21,279.5
3649,2023-06-22,APAC,Japan,Sales,Data Integration,FlowConnect,Mid-Market,Reseller,Rep_048,2,1482.33,0,2964.66,1546.77,1417.89,15109.23,17448.9,2.9,0,10,319.2
3650,2022-02-22,Europe,Netherlands,IT,Analytics Platform,MetricMind Core,SMB,Partner,Rep_011,8,246.36,0,1970.88,949.13,1021.75,24325.69,21886.81,4.7,0,24,384.2
3651,2024-01-10,Europe,UK,Operations,AI Agents,AutoInsight,Startup,Online Self-Serve,Rep_010,8,1748.12,0,13984.96,5198.77,8786.19,9911.95,10968.41,3.7,0,7,301.4
3652,2025-09-08,North America,Mexico,Marketing,BI Dashboards,InsightBoard,Mid-Market,Partner,Rep_027,13,1233.45,0,16034.85,7124.33,8910.52,20280.63,20622.33,4.7,0,7,230.0
3653,2026-04-13,North America,Canada,Operations,AI Agents,AutoInsight,SMB,Partner,Rep_010,4,1240.57,0,4962.28,2962.01,2000.27,12367.8,13265.68,2.7,0,23,471.4
3654,2024-07-27,LATAM,Brazil,Customer Success,Reporting Suite,ReportGen,Startup,Online Self-Serve,Rep_016,5,1043.06,15,4433.0,2305.13,2127.87,17590.64,13963.45,4.0,0,22,283.0
3655,2022-07-01,LATAM,Brazil,Finance,Data Integration,FlowConnect,Mid-Market,Online Self-Serve,Rep_068,19,1603.3,0,30462.7,11415.06,19047.64,20062.43,16481.69,3.6,0,17,158.0
3656,2024-10-03,MEA,South Africa,Marketing,AI Agents,AutoInsight,Startup,Direct Sales,Rep_056,6,1058.22,10,5714.39,2724.69,2989.7,24880.72,19610.07,3.1,0,15,745.8
3657,2023-10-27,LATAM,Argentina,Sales,Analytics Platform,MetricMind Core,Enterprise,Direct Sales,Rep_070,28,156.68,0,4387.04,1966.06,2420.98,22357.28,16793.02,4.2,0,26,385.4
3658,2025-01-12,North America,USA,Finance,AI Agents,AutoInsight,Mid-Market,Direct Sales,Rep_080,8,499.97,0,3999.76,1626.45,2373.31,20525.39,16979.43,4.7,0,14,926.7
3659,2023-01-24,North America,Canada,Marketing,Reporting Suite,ReportGen,Enterprise,Direct Sales,Rep_026,19,906.39,0,17221.41,7766.05,9455.36,24035.82,24047.85,4.5,0,10,387.1
3660,2024-08-11,APAC,China,Customer Success,BI Dashboards,InsightBoard,Mid-Market,Direct Sales,Rep_036,12,928.94,0,11147.28,4962.87,6184.41,10337.15,12699.06,2.9,0,12,388.2
3661,2026-05-20,North America,USA,Operations,AI Agents,AgentQuery,Mid-Market,Online Self-Serve,Rep_001,4,1600.2,0,6400.8,2325.05,4075.75,21725.47,24646.93,4.2,0,14,395.6
3662,2024-12-13,LATAM,Chile,Sales,Reporting Suite,SnapReport,SMB,Partner,Rep_035,16,709.69,0,11355.04,5926.86,5428.18,21746.95,22581.09,3.2,0,18,711.1
3663,2024-11-01,Europe,Germany,Customer Success,AI Agents,AutoInsight,Mid-Market,Direct Sales,Rep_073,4,1683.55,5,6397.49,3287.35,3110.14,15498.65,12688.71,4.0,0,15,571.2
3664,2022-07-22,MEA,South Africa,Sales,BI Dashboards,PulseView,Mid-Market,Online Self-Serve,Rep_001,16,898.26,0,14372.16,5224.09,9148.07,24795.9,31801.52,2.9,0,21,827.0
3665,2022-08-11,APAC,Japan,Customer Success,Data Integration,FlowConnect,SMB,Direct Sales,Rep_012,17,457.15,5,7382.97,3451.16,3931.81,18707.98,22836.17,3.1,0,18,829.7
3666,2024-01-23,North America,Canada,Sales,Reporting Suite,ReportGen,Mid-Market,Partner,Rep_009,12,924.35,0,11092.2,3907.26,7184.94,20526.12,21321.01,2.8,0,12,645.4
3667,2022-02-11,MEA,South Africa,Finance,AI Agents,AgentQuery,Enterprise,Reseller,Rep_071,10,1463.54,15,12440.09,5024.14,7415.95,24573.98,27317.59,2.9,0,12,418.0
3668,2022-04-04,APAC,India,Operations,Data Integration,FlowConnect,Enterprise,Direct Sales,Rep_011,8,333.23,5,2532.55,1153.45,1379.1,23362.37,21693.66,3.7,0,18,462.9
3669,2025-05-28,APAC,India,IT,AI Agents,AutoInsight,Mid-Market,Partner,Rep_074,4,446.95,5,1698.41,678.21,1020.2,21255.4,25488.78,3.1,0,11,295.6
3670,2023-09-14,Europe,Germany,Sales,Data Integration,PipeSync,Startup,Partner,Rep_002,8,1702.57,0,13620.56,7516.09,6104.47,22290.6,16899.39,4.5,0,14,864.3
3671,2025-01-09,APAC,Australia,Customer Success,Analytics Platform,MetricMind Pro,SMB,Partner,Rep_044,34,1867.21,15,53962.37,20764.98,33197.39,21504.55,18655.79,2.6,0,8,151.2
3672,2026-06-26,Europe,Netherlands,Finance,AI Agents,AutoInsight,Enterprise,Online Self-Serve,Rep_018,4,1190.3,10,4285.08,2195.05,2090.03,10688.02,12195.09,4.2,1,14,205.0
3673,2022-06-12,MEA,UAE,Sales,AI Agents,AgentQuery,SMB,Partner,Rep_063,6,535.78,0,3214.68,1601.36,1613.32,22613.97,28176.31,3.2,0,20,884.5
3674,2022-06-02,North America,Canada,Operations,AI Agents,AgentQuery,SMB,Partner,Rep_003,5,264.07,0,1320.35,529.65,790.7,15480.68,14049.41,3.1,1,12,751.7
3675,2025-06-13,APAC,China,Operations,Reporting Suite,SnapReport,Mid-Market,Online Self-Serve,Rep_003,9,823.74,0,7413.66,3268.25,4145.41,13258.1,9305.05,2.9,0,9,474.8
3676,2026-04-01,North America,Canada,Marketing,Data Integration,FlowConnect,SMB,Partner,Rep_020,7,377.03,5,2507.25,1257.36,1249.89,22349.2,16344.0,4.0,0,18,571.0
3677,2023-06-07,LATAM,Brazil,Marketing,AI Agents,AutoInsight,SMB,Reseller,Rep_072,3,1820.21,0,5460.63,2373.72,3086.91,11163.82,12802.8,3.5,0,19,625.1
3678,2024-04-12,LATAM,Argentina,Finance,Data Integration,PipeSync,Mid-Market,Direct Sales,Rep_067,11,949.93,5,9926.77,3738.46,6188.31,15325.05,15371.55,2.6,0,7,687.4
3679,2024-03-25,North America,USA,IT,Analytics Platform,MetricMind Pro,SMB,Online Self-Serve,Rep_077,4,1578.1,15,5365.54,2291.89,3073.65,19389.43,17045.79,4.7,0,12,172.0
3680,2023-12-26,LATAM,Chile,Finance,Analytics Platform,MetricMind Pro,Enterprise,Reseller,Rep_014,17,1447.88,0,24613.96,10940.49,13673.47,8541.5,6529.02,3.3,0,11,570.9
3681,2025-08-30,MEA,UAE,Sales,Reporting Suite,SnapReport,Mid-Market,Reseller,Rep_077,4,210.91,0,843.64,305.95,537.69,16103.96,11430.69,4.6,1,13,879.3
3682,2024-07-10,North America,Canada,Operations,Data Integration,PipeSync,Startup,Reseller,Rep_025,8,457.86,10,3296.59,1882.57,1414.02,13919.06,13496.82,3.0,0,20,426.0
3683,2024-10-04,APAC,India,Operations,Analytics Platform,MetricMind Pro,SMB,Reseller,Rep_069,8,625.51,10,4503.67,1888.39,2615.28,15689.96,13272.96,4.6,0,15,487.1
3684,2022-11-13,LATAM,Brazil,Marketing,Data Integration,PipeSync,Mid-Market,Partner,Rep_072,6,1730.07,0,10380.42,4631.68,5748.74,21183.01,20947.87,4.2,0,12,881.4
3685,2024-06-10,APAC,China,Marketing,Analytics Platform,MetricMind Pro,Enterprise,Direct Sales,Rep_044,11,1155.53,20,10168.66,5619.62,4549.04,21582.87,26582.57,3.5,0,24,585.8
3686,2022-08-03,MEA,Saudi Arabia,IT,BI Dashboards,InsightBoard,Startup,Online Self-Serve,Rep_023,29,154.24,0,4472.96,2640.42,1832.54,14690.86,13204.77,4.7,0,11,513.1
3687,2023-05-10,Europe,Netherlands,Customer Success,Data Integration,PipeSync,Mid-Market,Direct Sales,Rep_076,3,384.86,0,1154.58,451.75,702.83,16758.74,19533.13,4.6,0,7,320.1
3688,2025-05-01,North America,USA,IT,BI Dashboards,InsightBoard,SMB,Partner,Rep_059,26,1739.06,5,42954.78,20708.56,22246.22,24059.48,29977.91,4.4,0,10,813.6
3689,2022-01-27,LATAM,Argentina,Customer Success,Data Integration,FlowConnect,SMB,Reseller,Rep_077,8,571.75,0,4574.0,1984.34,2589.66,15679.42,15450.1,3.7,0,14,807.0
3690,2025-12-31,North America,Mexico,Sales,AI Agents,AutoInsight,Enterprise,Direct Sales,Rep_013,13,1109.71,5,13704.92,5917.68,7787.24,17471.06,19150.03,2.6,0,16,665.0
3691,2022-02-11,North America,USA,Finance,BI Dashboards,PulseView,Mid-Market,Partner,Rep_030,6,623.71,15,3180.92,1487.04,1693.88,13304.27,11221.78,2.6,0,21,464.5
3692,2026-04-19,Europe,UK,Sales,AI Agents,AutoInsight,SMB,Reseller,Rep_069,10,828.27,0,8282.7,4636.21,3646.49,22686.78,26163.93,4.3,0,12,366.2
3693,2025-05-06,LATAM,Brazil,IT,Data Integration,FlowConnect,Enterprise,Direct Sales,Rep_076,22,360.14,10,7130.77,2989.4,4141.37,22604.27,27718.01,4.2,0,14,267.3
3694,2023-10-17,LATAM,Argentina,Marketing,Data Integration,FlowConnect,Mid-Market,Direct Sales,Rep_022,3,1805.35,15,4603.64,2663.63,1940.01,24361.26,20146.39,3.5,0,14,614.2
3695,2024-09-07,North America,Mexico,Finance,Data Integration,PipeSync,Mid-Market,Direct Sales,Rep_045,20,1179.06,0,23581.2,9965.51,13615.69,10062.53,12119.23,5.0,0,14,828.3
3696,2023-02-25,North America,USA,Customer Success,Reporting Suite,SnapReport,Mid-Market,Reseller,Rep_017,12,352.69,0,4232.28,2233.12,1999.16,14963.44,10557.83,4.2,0,21,673.6
3697,2026-02-15,Europe,UK,Customer Success,AI Agents,AutoInsight,Startup,Direct Sales,Rep_041,14,596.29,5,7930.66,4146.21,3784.45,20943.88,25650.32,3.5,0,15,220.7
3698,2025-09-11,Europe,Netherlands,Operations,Reporting Suite,ReportGen,Enterprise,Direct Sales,Rep_028,13,548.84,0,7134.92,3734.96,3399.96,20850.33,24214.66,3.4,0,13,288.2
3699,2025-11-24,MEA,Saudi Arabia,Marketing,AI Agents,AutoInsight,Enterprise,Partner,Rep_019,6,1219.48,0,7316.88,3864.91,3451.97,19590.26,20089.53,3.1,0,13,291.6
3700,2022-05-15,LATAM,Argentina,Customer Success,AI Agents,AutoInsight,Mid-Market,Reseller,Rep_068,5,1749.64,0,8748.2,3425.55,5322.65,14077.68,14911.53,4.4,0,14,256.6
3701,2026-05-31,LATAM,Chile,Sales,Analytics Platform,MetricMind Pro,Mid-Market,Reseller,Rep_069,14,210.45,0,2946.3,1097.0,1849.3,13860.57,9991.29,3.0,0,13,398.8
3702,2022-07-02,North America,USA,Customer Success,Data Integration,PipeSync,Mid-Market,Reseller,Rep_047,8,1875.13,0,15001.04,7490.82,7510.22,8525.64,5988.47,2.8,0,19,317.5
3703,2025-01-21,North America,USA,Marketing,Analytics Platform,MetricMind Pro,Enterprise,Partner,Rep_039,33,1362.25,0,44954.25,17542.43,27411.82,8130.6,9877.75,3.3,1,15,353.4
3704,2025-12-27,MEA,UAE,Sales,Analytics Platform,MetricMind Core,Enterprise,Online Self-Serve,Rep_065,9,614.33,0,5528.97,3159.36,2369.61,15380.03,12327.8,2.5,0,9,247.7
3705,2025-01-03,Europe,Netherlands,Finance,BI Dashboards,PulseView,Mid-Market,Partner,Rep_057,3,1862.75,5,5308.84,2237.11,3071.73,19155.53,18729.54,4.4,0,16,924.7
3706,2022-05-15,North America,USA,Marketing,Analytics Platform,MetricMind Core,Mid-Market,Direct Sales,Rep_025,11,1220.17,0,13421.87,7096.26,6325.61,10638.71,11314.47,3.4,0,17,476.5
3707,2024-10-24,MEA,UAE,IT,BI Dashboards,InsightBoard,Mid-Market,Reseller,Rep_070,6,1290.02,20,6192.1,2876.82,3315.28,8284.23,7848.47,2.6,0,12,418.1
3708,2023-02-27,MEA,UAE,Marketing,Reporting Suite,ReportGen,Mid-Market,Direct Sales,Rep_006,7,1803.55,0,12624.85,5183.15,7441.7,12521.27,13498.52,4.2,0,14,313.0
3709,2024-03-12,North America,USA,Sales,Reporting Suite,SnapReport,SMB,Partner,Rep_011,30,1781.89,0,53456.7,29055.29,24401.41,9451.43,9651.75,2.6,0,14,759.0
3710,2024-07-17,LATAM,Argentina,Marketing,Analytics Platform,MetricMind Core,SMB,Online Self-Serve,Rep_037,27,1479.2,5,37941.48,15014.03,22927.45,18622.36,15208.48,3.0,1,11,278.5
3711,2024-10-28,Europe,Germany,Customer Success,BI Dashboards,InsightBoard,Startup,Direct Sales,Rep_059,9,431.25,0,3881.25,1532.92,2348.33,10755.65,10457.44,3.7,0,11,391.2
3712,2024-11-06,LATAM,Argentina,Sales,AI Agents,AutoInsight,Mid-Market,Reseller,Rep_073,4,1841.3,5,6996.94,3068.35,3928.59,14160.04,15778.85,3.8,0,15,169.4
3713,2026-05-18,North America,Mexico,Finance,Analytics Platform,MetricMind Pro,Mid-Market,Online Self-Serve,Rep_068,13,1787.22,10,20910.47,9842.08,11068.39,8187.21,6461.64,3.3,0,14,437.2
3714,2026-05-08,MEA,Saudi Arabia,Sales,Analytics Platform,MetricMind Core,Mid-Market,Partner,Rep_058,13,1785.15,0,23206.95,13579.4,9627.55,20449.22,22424.24,2.9,0,9,558.8
3715,2024-07-04,APAC,Australia,Sales,AI Agents,AutoInsight,Enterprise,Partner,Rep_034,5,1093.43,0,5467.15,1930.6,3536.55,14733.58,13098.91,3.8,0,18,627.7
3716,2022-08-26,North America,USA,IT,Analytics Platform,MetricMind Pro,Mid-Market,Direct Sales,Rep_044,6,634.79,10,3427.87,1656.35,1771.52,17082.38,17162.23,3.8,0,14,143.5
3717,2025-04-22,LATAM,Chile,Operations,Analytics Platform,MetricMind Pro,Enterprise,Partner,Rep_046,13,1084.73,0,14101.49,6619.47,7482.02,11950.64,13808.6,3.8,0,20,813.7
3718,2024-08-26,APAC,India,Operations,Data Integration,FlowConnect,Mid-Market,Direct Sales,Rep_021,14,1202.88,5,15998.3,5693.48,10304.82,22699.67,24817.0,3.8,0,13,798.7
3719,2023-12-12,MEA,South Africa,Operations,Reporting Suite,ReportGen,Enterprise,Online Self-Serve,Rep_029,6,224.66,0,1347.96,794.69,553.27,21507.4,17276.62,5.0,0,8,248.2
3720,2026-06-21,North America,Mexico,Sales,AI Agents,AgentQuery,Startup,Partner,Rep_036,20,1135.94,5,21582.86,8840.27,12742.59,10633.11,7482.85,3.8,0,12,395.3
3721,2022-04-15,Europe,UK,Finance,Analytics Platform,MetricMind Pro,Enterprise,Online Self-Serve,Rep_036,11,452.04,0,4972.44,2296.56,2675.88,20149.24,20141.94,4.8,0,15,866.3
3722,2023-07-09,MEA,South Africa,Operations,Reporting Suite,SnapReport,Enterprise,Online Self-Serve,Rep_033,3,846.95,0,2540.85,1117.85,1423.0,21173.61,25028.92,2.9,1,10,533.4
3723,2024-03-12,North America,USA,IT,Data Integration,PipeSync,Mid-Market,Online Self-Serve,Rep_071,9,1868.89,0,16820.01,6956.91,9863.1,22943.14,29380.51,2.7,0,14,655.9
3724,2023-12-02,MEA,UAE,Customer Success,BI Dashboards,InsightBoard,SMB,Online Self-Serve,Rep_062,8,1564.37,0,12514.96,7501.26,5013.7,19883.55,22332.64,2.8,0,9,792.2
3725,2025-10-15,North America,Canada,Sales,BI Dashboards,PulseView,Enterprise,Reseller,Rep_022,12,1465.64,10,15828.91,5766.07,10062.84,14189.74,12788.96,3.5,0,15,386.1
3726,2022-05-16,MEA,UAE,Finance,Analytics Platform,MetricMind Core,Enterprise,Partner,Rep_038,3,1285.87,0,3857.61,1959.87,1897.74,21886.17,18717.08,3.4,0,17,393.7
3727,2025-06-24,Europe,UK,Sales,Reporting Suite,ReportGen,Startup,Online Self-Serve,Rep_020,38,1456.03,0,55329.14,24137.04,31192.1,21001.98,22773.63,4.5,0,24,820.7
3728,2026-03-16,North America,Mexico,IT,BI Dashboards,InsightBoard,SMB,Partner,Rep_069,11,73.66,0,810.26,386.02,424.24,16208.92,11739.49,2.6,0,13,199.4
